token_symbol,final_outcome,spot_pair,spot_missing,futures_pair,futures_missing,exact_futures_contract,futures_class,fallback_required,fallback_provider,fallback_market
CFX,spot_pair_removed_only,CFXUSDT,no,CFXUSDT,no,,,no,,
CGPT,seed_tag_only,CGPTUSDT,no,CGPTUSDT,no,,,no,,
CHESS,delisted_after_tag,CHESSUSDT,no,CHESSUSDT,no,,,no,,
CHIP,seed_tag_only,CHIPUSDT,no,CHIPUSDT,no,,,no,,
CHR,spot_pair_removed_only,CHRUSDT,no,CHRUSDT,no,,,no,,
CHZ,spot_pair_removed_only,CHZUSDT,no,CHZUSDT,no,,,no,,
CITY,spot_pair_removed_only,CITYUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
CLV,delisted_after_tag,CLVUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
COMBO,delisted_after_tag,COMBOUSDT,no,COMBOUSDT,no,,,no,,
COMMON,futures_only_delisting,,yes,COMMONUSDT,no,,,no,,
COMP,spot_pair_removed_only,COMPUSDT,no,COMPUSDT,no,,,no,,
COOKIE,still_tagged,COOKIEUSDT,no,COOKIEUSDT,no,,,no,,
COS,still_tagged,COSUSDT,no,COSUSDT,no,,,no,,
COTI,spot_pair_removed_only,COTIUSDT,no,COTIUSDT,no,,,no,,
COW,seed_tag_only,COWUSDT,no,COWUSDT,no,,,no,,
CREAM,delisted_without_known_tag,CREAMUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
CRV,spot_pair_removed_only,CRVUSDT,no,CRVUSDT,no,,,no,,
CTK,futures_only_delisting,CTKUSDT,no,CTKUSDT,no,CTKUSDT,risk_relevant_or_contract_specific_review,no,,
CTSI,spot_pair_removed_only,CTSIUSDT,no,CTSIUSDT,no,,,no,,
CTXC,delisted_after_tag,CTXCUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_mexc,CTXC/USDT
CUDIS,futures_only_delisting,,yes,CUDISUSDT,no,,,no,,
CVP,delisted_after_tag,CVPUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
CVX,tag_removed,CVXUSDT,no,CVXUSDT,no,CVXUSDT,risk_relevant_or_contract_specific_review,no,,
CYBER,spot_pair_removed_only,CYBERUSDT,no,CYBERUSDT,no,,,no,,
DAM,futures_only_delisting,,yes,DAMUSDT,no,,,no,,
DAR,spot_pair_removed_only,DARUSDT,no,DARUSDT,no,,,no,,
DASH,spot_pair_removed_only,DASHUSDT,no,DASHUSDT,no,,,no,,
DATA,delisted_after_tag,DATAUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_kucoin,DATA/USDT
DCR,spot_pair_removed_only,DCRUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
DEFI,futures_only_delisting,,yes,DEFIUSDT,no,DEFIUSDT,risk_relevant_or_contract_specific_review,no,,
DEGEN,futures_only_delisting,,yes,DEGENUSDT,no,,,no,,
DEGO,delisted_after_tag,DEGOUSDT,no,DEGOUSDT,no,,,yes,ccxt_gateio,DEGO/USDT
DENT,delisted_after_tag,DENTUSDT,no,DENTUSDT,no,,,yes,ccxt_gateio,DENT/USDT
DEXE,spot_pair_removed_only,DEXEUSDT,no,DEXEUSDT,no,,,no,,
DF,delisted_after_tag,DFUSDT,no,DFUSDT,no,,,no,,
DGB,futures_only_delisting,DGBUSDT,no,DGBUSDT,no,DGBUSDT,risk_relevant_or_contract_specific_review,no,,
DIA,spot_pair_removed_only,DIAUSDT,no,DIAUSDT,no,,,no,,
DMC,futures_only_delisting,,yes,DMCUSDT,no,,,no,,
DOCK,delisted_after_tag,DOCKUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
DODO,still_tagged,DODOUSDT,no,,yes,DODOBUSD,normal_contract_sunset_or_migration_review,no,,
DOGE,futures_only_delisting,DOGEUSDT,no,DOGEUSDT,no,DOGEBUSD,normal_contract_sunset_or_migration_review,no,,
DOGS,spot_pair_removed_only,DOGSUSDT,no,DOGSUSDT,no,,,no,,
DOLO,spot_pair_removed_only,DOLOUSDT,no,DOLOUSDT,no,,,no,,
DOT,spot_pair_removed_only,DOTUSDT,no,DOTUSDT,no,,,no,,
DREP,delisted_without_known_tag,DREPUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
DUSK,spot_pair_removed_only,DUSKUSDT,no,DUSKUSDT,no,,,no,,
DYDX,spot_pair_removed_only,DYDXUSDT,no,DYDXUSDT,no,,,no,,
DYM,seed_tag_only,DYMUSDT,no,DYMUSDT,no,,,no,,
EDEN,spot_pair_removed_only,EDENUSDT,no,EDENUSDT,no,,,no,,
EDU,spot_pair_removed_only,EDUUSDT,no,EDUUSDT,no,,,no,,
EGLD,spot_pair_removed_only,EGLDUSDT,no,EGLDUSDT,no,,,no,,
EIGEN,seed_tag_only,EIGENUSDT,no,EIGENUSDT,no,,,no,,
ELF,delisted_without_known_tag,ELFUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_gateio,ELF/USDT
ENA,spot_pair_removed_only,ENAUSDT,no,ENAUSDT,no,,,no,,
ENJ,spot_pair_removed_only,ENJUSDT,no,ENJUSDT,no,,,no,,
ENS,spot_pair_removed_only,ENSUSDT,no,ENSUSDT,no,,,no,,
ENSO,spot_pair_removed_only,ENSOUSDT,no,ENSOUSDT,no,,,no,,
EOS,spot_pair_removed_only,EOSUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
EPIC,still_tagged,EPICUSDT,no,EPICUSDT,no,,,no,,
EPT,futures_only_delisting,,yes,EPTUSDT,no,,,no,,
EPX,delisted_after_tag,EPXUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
ERC20,seed_tag_only,,yes,,yes,,no_usdm_pair_in_exchange_info,yes,,
ESP,seed_tag_only,ESPUSDT,no,ESPUSDT,no,,,no,,
ETC,spot_pair_removed_only,ETCUSDT,no,ETCUSDT,no,,,no,,
ETH,futures_only_delisting,ETHUSDT,no,ETHUSDT,no,,,no,,
EUL,spot_pair_removed_only,EULUSDT,no,EULUSDT,no,,,no,,
FARM,delisted_after_tag,FARMUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_gateio,FARM/USDT
FET,spot_pair_removed_only,FETUSDT,no,FETUSDT,no,,,no,,
FF,spot_pair_removed_only,FFUSDT,no,FFUSDT,no,,,no,,
FHE,seed_tag_only,,yes,FHEUSDT,no,,,yes,,
FIDA,spot_pair_removed_only,FIDAUSDT,no,FIDAUSDT,no,,,no,,
FIL,spot_pair_removed_only,FILUSDT,no,FILUSDT,no,,,no,,
FIO,delisted_after_tag,FIOUSDT,no,FIOUSDT,no,,,yes,ccxt_mexc,FIO/USDT
FIRO,delisted_after_tag,FIROUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_mexc,FIRO/USDT
FIS,delisted_after_tag,FISUSDT,no,FISUSDT,no,,,yes,ccxt_gateio,FIS/USDT
FLM,delisted_after_tag,FLMUSDT,no,FLMUSDT,no,,,yes,ccxt_mexc,FLM/USDT
FLOKI,spot_pair_removed_only,FLOKIUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
FLOW,tag_removed,FLOWUSDT,no,FLOWUSDT,no,,,no,,
FLUX,spot_pair_removed_only,FLUXUSDT,no,FLUXUSDT,no,,,no,,
FOGO,seed_tag_only,FOGOUSDT,no,FOGOUSDT,no,,,no,,
FOOTBALL,futures_only_delisting,,yes,,yes,FOOTBALLUSDT,risk_relevant_or_contract_specific_review,no,,
FOR,delisted_after_tag,FORUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
FORTH,delisted_after_tag,FORTHUSDT,no,FORTHUSDT,no,,,yes,ccxt_mexc,FORTH/USDT
FRONT,spot_pair_removed_only,FRONTUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
FTM,futures_only_delisting,FTMUSDT,no,FTMUSDT,no,FTMBUSD,normal_contract_sunset_or_migration_review,no,,
FUN,delisted_after_tag,FUNUSDT,no,FUNUSDT,no,,,yes,ccxt_gateio,FUN/USDT
FXS,spot_pair_removed_only,FXSUSDT,no,FXSUSDT,no,,,no,,
GALA,spot_pair_removed_only,GALAUSDT,no,GALAUSDT,no,,,no,,
GAS,spot_pair_removed_only,GASUSDT,no,GASUSDT,no,,,no,,
GBP,spot_pair_removed_only,GBPUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
GENIUS,seed_tag_only,GENIUSUSDT,no,GENIUSUSDT,no,,,no,,
GFT,delisted_without_known_tag,GFTUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
GHST,delisted_after_tag,GHSTUSDT,no,GHSTUSDT,no,,,yes,ccxt_mexc,GHST/USDT
GIGGLE,seed_tag_only,GIGGLEUSDT,no,GIGGLEUSDT,no,,,no,,
GLMR,futures_only_delisting,GLMRUSDT,no,GLMRUSDT,no,GLMRUSDT,risk_relevant_or_contract_specific_review,no,,
GMT,spot_pair_removed_only,GMTUSDT,no,GMTUSDT,no,,,no,,
GNS,spot_pair_removed_only,GNSUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
GPS,tag_removed,GPSUSDT,no,GPSUSDT,no,,,no,,
GRT,spot_pair_removed_only,GRTUSDT,no,GRTUSDT,no,,,no,,
GTC,still_tagged,GTCUSDT,no,GTCUSDT,no,,,no,,
GUN,spot_pair_removed_only,GUNUSDT,no,GUNUSDT,no,,,no,,
HAEDAL,spot_pair_removed_only,HAEDALUSDT,no,HAEDALUSDT,no,,,no,,
HARD,delisted_after_tag,HARDUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
HBAR,spot_pair_removed_only,HBARUSDT,no,HBARUSDT,no,,,no,,
HEI,still_tagged,HEIUSDT,no,HEIUSDT,no,,,no,,
HEMI,spot_pair_removed_only,HEMIUSDT,no,HEMIUSDT,no,,,no,,
HFT,still_tagged,HFTUSDT,no,HFTUSDT,no,,,no,,
HIFI,delisted_after_tag,HIFIUSDT,no,HIFIUSDT,no,HIFIUSDT,risk_relevant_or_contract_specific_review,yes,ccxt_mexc,HIFI/USDT
HIGH,still_tagged,HIGHUSDT,no,HIGHUSDT,no,,,no,,
HIPPO,futures_only_delisting,,yes,HIPPOUSDT,no,,,no,,
HIVE,spot_pair_removed_only,HIVEUSDT,no,HIVEUSDT,no,,,no,,
HMSTR,spot_pair_removed_only,HMSTRUSDT,no,HMSTRUSDT,no,,,no,,
HOLO,spot_pair_removed_only,HOLOUSDT,no,HOLOUSDT,no,,,no,,
HOME,spot_pair_removed_only,HOMEUSDT,no,HOMEUSDT,no,,,no,,
HOOK,delisted_after_tag,HOOKUSDT,no,HOOKUSDT,no,,,yes,ccxt_gateio,HOOK/USDT
HOT,spot_pair_removed_only,HOTUSDT,no,HOTUSDT,no,,,no,,
HUMA,spot_pair_removed_only,HUMAUSDT,no,HUMAUSDT,no,,,no,,
HYPER,spot_pair_removed_only,HYPERUSDT,no,HYPERUSDT,no,,,no,,
ICP,spot_pair_removed_only,ICPUSDT,no,ICPUSDT,no,,,no,,
ICX,spot_pair_removed_only,ICXUSDT,no,ICXUSDT,no,,,no,,
ID,spot_pair_removed_only,IDUSDT,no,IDUSDT,no,,,no,,
IDEX,delisted_after_tag,IDEXUSDT,no,IDEXUSDT,no,IDEXUSDT,risk_relevant_or_contract_specific_review,yes,ccxt_gateio,IDEX/USDT
IDRT,delisted_without_known_tag,,yes,,yes,,no_usdm_pair_in_exchange_info,yes,,
ILV,spot_pair_removed_only,ILVUSDT,no,ILVUSDT,no,,,no,,
IMX,spot_pair_removed_only,IMXUSDT,no,IMXUSDT,no,,,no,,
INIT,spot_pair_removed_only,INITUSDT,no,INITUSDT,no,,,no,,
INJ,spot_pair_removed_only,INJUSDT,no,INJUSDT,no,,,no,,
IO,spot_pair_removed_only,IOUSDT,no,IOUSDT,no,,,no,,
IOST,spot_pair_removed_only,IOSTUSDT,no,IOSTUSDT,no,,,no,,
IOTA,spot_pair_removed_only,IOTAUSDT,no,IOTAUSDT,no,,,no,,
IOTX,spot_pair_removed_only,IOTXUSDT,no,IOTXUSDT,no,,,no,,
IR,futures_only_delisting,,yes,IRUSDT,no,,,no,,
IRIS,delisted_after_tag,IRISUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_gateio,IRIS/USDT
JASMY,spot_pair_removed_only,JASMYUSDT,no,JASMYUSDT,no,,,no,,
JOE,spot_pair_removed_only,JOEUSDT,no,JOEUSDT,no,,,no,,
JTO,seed_tag_only,JTOUSDT,no,JTOUSDT,no,,,no,,
JUP,seed_tag_only,JUPUSDT,no,JUPUSDT,no,,,no,,
JUV,spot_pair_removed_only,JUVUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
KAITO,spot_pair_removed_only,KAITOUSDT,no,KAITOUSDT,no,,,no,,
KAT,seed_tag_only,KATUSDT,no,KATUSDT,no,,,no,,
KAVA,spot_pair_removed_only,KAVAUSDT,no,KAVAUSDT,no,,,no,,
KDA,delisted_without_known_tag,KDAUSDT,no,KDAUSDT,no,,,yes,ccxt_gateio,KDA/USDT
KERNEL,spot_pair_removed_only,KERNELUSDT,no,KERNELUSDT,no,,,no,,
KEY,delisted_after_tag,KEYUSDT,no,KEYUSDT,no,,,no,,
KITE,spot_pair_removed_only,KITEUSDT,no,KITEUSDT,no,,,no,,
KMD,delisted_after_tag,KMDUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
KMNO,seed_tag_only,KMNOUSDT,no,KMNOUSDT,no,,,no,,
KNC,spot_pair_removed_only,KNCUSDT,no,KNCUSDT,no,,,no,,
KP3R,delisted_after_tag,KP3RUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
KSM,spot_pair_removed_only,KSMUSDT,no,KSMUSDT,no,,,no,,
LA,spot_pair_removed_only,LAUSDT,no,LAUSDT,no,,,no,,
LAYER,spot_pair_removed_only,LAYERUSDT,no,LAYERUSDT,no,,,no,,
LAZIO,spot_pair_removed_only,LAZIOUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
LDO,spot_pair_removed_only,LDOUSDT,no,LDOUSDT,no,,,no,,
LEVER,delisted_after_tag,LEVERUSDT,no,LEVERUSDT,no,LEVERUSDT,risk_relevant_or_contract_specific_review,no,,
LINA,delisted_without_known_tag,LINAUSDT,no,LINAUSDT,no,,,no,,
LINEA,spot_pair_removed_only,LINEAUSDT,no,LINEAUSDT,no,,,no,,
LINK,spot_pair_removed_only,LINKUSDT,no,LINKUSDT,no,,,no,,
LISTA,spot_pair_removed_only,LISTAUSDT,no,LISTAUSDT,no,,,no,,
LIT,spot_pair_removed_only,LITUSDT,no,LITUSDT,no,,,no,,
LOKA,spot_pair_removed_only,LOKAUSDT,no,LOKAUSDT,no,,,no,,
LOOM,delisted_without_known_tag,LOOMUSDT,no,LOOMUSDT,no,LOOMUSDT,risk_relevant_or_contract_specific_review,no,,
LPT,spot_pair_removed_only,LPTUSDT,no,LPTUSDT,no,,,no,,
LQTY,spot_pair_removed_only,LQTYUSDT,no,LQTYUSDT,no,,,no,,
LRC,delisted_after_tag,LRCUSDT,no,LRCUSDT,no,,,yes,ccxt_mexc,LRC/USDT
LSK,spot_pair_removed_only,LSKUSDT,no,LSKUSDT,no,,,no,,
LTC,futures_only_delisting,LTCUSDT,no,LTCUSDT,no,LTCBUSD,normal_contract_sunset_or_migration_review,no,,
LTO,delisted_after_tag,LTOUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
MAGIC,spot_pair_removed_only,MAGICUSDT,no,MAGICUSDT,no,,,no,,
MANA,spot_pair_removed_only,MANAUSDT,no,MANAUSDT,no,,,no,,
MANTA,spot_pair_removed_only,MANTAUSDT,no,MANTAUSDT,no,,,no,,
MASK,spot_pair_removed_only,MASKUSDT,no,MASKUSDT,no,,,no,,
MATIC,futures_only_delisting,MATICUSDT,no,,yes,MATICBUSD,normal_contract_sunset_or_migration_review,no,,
MAV,spot_pair_removed_only,MAVUSDT,no,MAVUSDT,no,,,no,,
MAVIA,futures_only_delisting,,yes,MAVIAUSDT,no,MAVIAUSDT,risk_relevant_or_contract_specific_review,no,,
MBL,tag_removed,MBLUSDT,no,,yes,MBLUSDT,risk_relevant_or_contract_specific_review,no,,
MBOX,still_tagged,MBOXUSDT,no,MBOXUSDT,no,,,no,,
MDT,delisted_after_tag,MDTUSDT,no,MDTUSDT,no,MDTUSDT,risk_relevant_or_contract_specific_review,yes,ccxt_gateio,MDT/USDT
MDX,delisted_after_tag,MDXUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_gateio,MDX/USDT
ME,seed_tag_only,MEUSDT,no,MEUSDT,no,,,no,,
MEGA,seed_tag_only,MEGAUSDT,no,MEGAUSDT,no,,,no,,
MEME,spot_pair_removed_only,MEMEUSDT,no,MEMEUSDT,no,,,no,,
MET,seed_tag_only,METUSDT,no,METUSDT,no,,,no,,
METIS,seed_tag_only,METISUSDT,no,METISUSDT,no,,,no,,
MILK,futures_only_delisting,,yes,MILKUSDT,no,,,no,,
MINA,spot_pair_removed_only,MINAUSDT,no,MINAUSDT,no,,,no,,
MIRA,spot_pair_removed_only,MIRAUSDT,no,MIRAUSDT,no,,,no,,
MITO,spot_pair_removed_only,MITOUSDT,no,MITOUSDT,no,,,no,,
MKR,spot_pair_removed_only,MKRUSDT,no,MKRUSDT,no,,,no,,
MLN,delisted_after_tag,MLNUSDT,no,MLNUSDT,no,,,yes,ccxt_gateio,MLN/USDT
MMT,spot_pair_removed_only,MMTUSDT,no,MMTUSDT,no,,,no,,
MOB,delisted_after_tag,MOBUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_gateio,MOB/USDT
MORPHO,spot_pair_removed_only,MORPHOUSDT,no,MORPHOUSDT,no,,,no,,
MOVE,still_tagged,MOVEUSDT,no,MOVEUSDT,no,,,no,,
MOVR,spot_pair_removed_only,MOVRUSDT,no,MOVRUSDT,no,,,no,,
MTL,spot_pair_removed_only,MTLUSDT,no,MTLUSDT,no,,,no,,
MULTI,delisted_without_known_tag,MULTIUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_gateio,MULTI/USDT
MYRO,futures_only_delisting,,yes,MYROUSDT,no,MYROUSDT,risk_relevant_or_contract_specific_review,no,,
NEAR,spot_pair_removed_only,NEARUSDT,no,NEARUSDT,no,,,no,,
NEIRO,seed_tag_only,NEIROUSDT,no,NEIROUSDT,no,,,no,,
NEIROETH,futures_only_delisting,,yes,NEIROETHUSDT,no,NEIROETHUSDT,risk_relevant_or_contract_specific_review,no,,
NEO,spot_pair_removed_only,NEOUSDT,no,NEOUSDT,no,,,no,,
NEWT,spot_pair_removed_only,NEWTUSDT,no,NEWTUSDT,no,,,no,,
NFP,still_tagged,NFPUSDT,no,NFPUSDT,no,,,no,,
NIL,spot_pair_removed_only,NILUSDT,no,NILUSDT,no,,,no,,
NKN,delisted_after_tag,NKNUSDT,no,NKNUSDT,no,,,yes,ccxt_mexc,NKN/USDT
NMR,spot_pair_removed_only,NMRUSDT,no,NMRUSDT,no,,,no,,
NOM,still_tagged,NOMUSDT,no,NOMUSDT,no,,,no,,
NON,delisted_without_known_tag,,yes,,yes,,no_usdm_pair_in_exchange_info,yes,,
NOT,spot_pair_removed_only,NOTUSDT,no,NOTUSDT,no,,,no,,
NTRN,delisted_after_tag,NTRNUSDT,no,NTRNUSDT,no,,,yes,ccxt_mexc,NTRN/USDT
NULS,delisted_after_tag,NULSUSDT,no,NULSUSDT,no,,,no,,
NXPC,spot_pair_removed_only,NXPCUSDT,no,NXPCUSDT,no,,,no,,
OAX,delisted_without_known_tag,OAXUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
OBOL,futures_only_delisting,,yes,OBOLUSDT,no,,,no,,
OCEAN,spot_pair_removed_only,OCEANUSDT,no,OCEANUSDT,no,,,no,,
OG,spot_pair_removed_only,OGUSDT,no,OGUSDT,no,,,no,,
OGN,spot_pair_removed_only,OGNUSDT,no,OGNUSDT,no,,,no,,
OL,futures_only_delisting,,yes,OLUSDT,no,,,no,,
OM,spot_pair_removed_only,OMUSDT,no,OMUSDT,no,,,no,,
OMG,delisted_without_known_tag,OMGUSDT,no,OMGUSDT,no,OMGUSDT,risk_relevant_or_contract_specific_review,yes,ccxt_mexc,OMG/USDT
OMNI,spot_pair_removed_only,OMNIUSDT,no,OMNIUSDT,no,,,no,,
ONE,spot_pair_removed_only,ONEUSDT,no,ONEUSDT,no,,,no,,
ONT,spot_pair_removed_only,ONTUSDT,no,ONTUSDT,no,,,no,,
OOKI,delisted_without_known_tag,OOKIUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
OP,spot_pair_removed_only,OPUSDT,no,OPUSDT,no,,,no,,
OPG,seed_tag_only,OPGUSDT,no,OPGUSDT,no,,,no,,
ORBS,futures_only_delisting,,yes,ORBSUSDT,no,ORBSUSDT,risk_relevant_or_contract_specific_review,no,,
ORCA,seed_tag_only,ORCAUSDT,no,ORCAUSDT,no,,,no,,
ORDI,seed_tag_only,ORDIUSDT,no,ORDIUSDT,no,,,no,,
OSMO,spot_pair_removed_only,OSMOUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
OXT,delisted_after_tag,OXTUSDT,no,OXTUSDT,no,,,yes,ccxt_mexc,OXT/USDT
PAXG,spot_pair_removed_only,PAXGUSDT,no,PAXGUSDT,no,,,no,,
PDA,delisted_after_tag,PDAUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
PEOPLE,spot_pair_removed_only,PEOPLEUSDT,no,PEOPLEUSDT,no,,,no,,
