token_entity_id,token_symbol,token_name,first_monitoring_tag_datetime_utc,first_seed_tag_datetime_utc,vote_to_delist_datetime_utc,vote_to_delist_result,monitoring_tag_removed_datetime_utc,seed_tag_removed_datetime_utc,delisting_announcement_datetime_utc,effective_delisting_datetime_utc,was_delisted_after_tag,was_delisted_without_known_prior_tag,days_from_monitoring_tag_to_delisting,days_from_monitoring_tag_to_tag_removal,final_outcome,primary_scenario_stub,event_count,has_pair_removal_control_event,manual_review_required,entity_notes
EDEN,EDEN,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
EDU,EDU,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
EGLD,EGLD,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
EIGEN,EIGEN,Binance Will List EigenLayer,,2024-09-30T08:19:57Z,,,,2025-07-21T02:29:56Z,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
ELF,ELF,BAL) Beta Finance (BETA) Cream Finance (CREAM) Cortex (CTXC) Aaelf,,,,published,,,2025-04-08T06:00:07Z,2025-04-16T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,3,yes,no,
ENA,ENA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
ENJ,ENJ,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
ENS,ENS,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
ENSO,ENSO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
EOS,EOS,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
EPIC,EPIC,,2026-05-22T08:00:04Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,1,no,no,
EPT,EPT,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
EPX,EPX,,2024-04-03T06:00:16Z,,,,,,2024-08-12T07:00:11Z,2024-08-26T03:00:00Z,yes,no,131,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
ERC20,ERC20,EIGEN Smart Contract Address,,2024-09-30T08:19:57Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
ESP,ESP,Binance Will List Espresso,,2026-02-12T07:28:23Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
ETC,ETC,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
ETH,ETH,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,2,yes,no,pair_removal_observed_but_not_token_delisting
ETHFI,ETHFI,,,,,,,2025-07-21T02:29:56Z,,,no,no,,,unknown,UNKNOWN,4,yes,no,pair_removal_observed_but_not_token_delisting
EUL,EUL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
FARM,FARM,,2026-04-14T02:30:06Z,,,,,,2026-05-13T08:00:04Z,2026-05-27T03:00:00Z,yes,no,29,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
FET,FET,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
FF,FF,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
FHE,FHE,"sets confidentially on any L1 or L2, using Fully Homomorphic Encryption",,2026-02-02T04:28:43Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
FIDA,FIDA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
FIL,FIL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
FIO,FIO,,2026-03-13T09:00:23Z,,,,,,2026-04-09T06:00:05Z,2026-04-23T03:00:00Z,yes,no,26,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
FIRO,FIRO,,2024-01-04T07:00:09Z,,,published,,,2025-04-08T06:00:07Z,2025-04-16T03:00:00Z,yes,no,459,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
FIS,FIS,,2025-06-05T05:00:18Z,,,,,,2025-12-03T06:29:56Z,2025-12-17T03:00:00Z,yes,no,181,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
FLM,FLM,,2025-04-03T07:00:36Z,,,,,,2025-10-29T03:00:04Z,2025-11-12T03:00:00Z,yes,no,208,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,no,no,
FLOKI,FLOKI,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
FLOW,FLOW,,2026-01-02T10:59:57Z,,,,2026-03-06T08:29:56Z,,,,no,no,,62,tag_removed,TAG_REMOVED_PENDING_PRICE_ANALYSIS,5,yes,no,pair_removal_observed_but_not_token_delisting
FLUX,FLUX,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
FOGO,FOGO,Binance Will List Fogo,,2026-01-12T12:50:53Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
FOOTBALL,FOOTBALL,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
FOR,FOR,,2024-04-03T06:00:16Z,,,,,,2024-08-12T07:00:11Z,2024-08-26T03:00:00Z,yes,no,131,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
FORTH,FORTH,,2026-03-06T08:29:56Z,,,,,,2026-03-18T09:00:08Z,2026-04-01T03:00:00Z,yes,no,12,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
FRONT,FRONT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
FTM,FTM,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
FUN,FUN,,2026-03-06T08:29:56Z,,,,,,2026-04-09T06:00:05Z,2026-04-23T03:00:00Z,yes,no,33,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
FXS,FXS,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
GALA,GALA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,5,yes,no,pair_removal_observed_but_not_token_delisting
GAS,GAS,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
GBP,GBP,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
GENIUS,GENIUS,Binance Will List Genius Terminal,,2026-05-22T07:18:35Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
GFT,GFT,,,,,,,,2024-11-26T08:30:14Z,2024-12-10T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
GHST,GHST,,2025-12-01T04:30:24Z,,,,,,2026-02-02T08:59:52Z,2026-02-13T03:00:00Z,yes,no,63,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
GIGGLE,GIGGLE,Binance Will List Giggle Fund,,2025-10-25T03:02:18Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
GLMR,GLMR,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,3,yes,no,pair_removal_observed_but_not_token_delisting
GMT,GMT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,5,yes,no,pair_removal_observed_but_not_token_delisting
GMX,GMX,,,,,,,2024-01-04T07:00:09Z,,,no,no,,,unknown,UNKNOWN,2,yes,no,pair_removal_observed_but_not_token_delisting
GNS,GNS,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
GPS,GPS,"ws, Binance will extend the Monitoring Tag to include GoPlus Security",2025-03-07T09:00:45Z,,,,2025-10-09T02:29:52Z,,,,no,no,,215,tag_removed,TAG_REMOVED_PENDING_PRICE_ANALYSIS,4,yes,no,pair_removal_observed_but_not_token_delisting
GRT,GRT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
GTC,GTC,,2026-03-13T09:00:23Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,3,yes,no,pair_removal_observed_but_not_token_delisting
GUN,GUN,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
HAEDAL,HAEDAL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
HARD,HARD,,2024-07-01T07:00:03Z,,,published,,,2025-04-08T06:00:07Z,2025-04-16T03:00:00Z,yes,no,280,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,6,yes,no,
HBAR,HBAR,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
HEI,HEI,,2026-05-22T08:00:04Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,2,yes,no,pair_removal_observed_but_not_token_delisting
HEMI,HEMI,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
HFT,HFT,,2026-05-22T08:00:04Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,3,yes,no,pair_removal_observed_but_not_token_delisting
HIFI,HIFI,,2025-05-07T08:00:33Z,,,,,,2025-09-03T02:59:54Z,2025-09-17T03:00:00Z,yes,no,118,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
HIGH,HIGH,,2026-04-14T02:30:06Z,,,,,,2026-06-05T07:00:07Z,2026-06-19T03:00:00Z,yes,no,52,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,5,yes,no,
HIPPO,HIPPO,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
HIVE,HIVE,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
HMSTR,HMSTR,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
HOLO,HOLO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
HOME,HOME,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
HOOK,HOOK,,2026-03-06T08:29:56Z,,,,,,2026-03-18T09:00:08Z,2026-04-01T03:00:00Z,yes,no,12,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,5,yes,no,
HOT,HOT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
HUMA,HUMA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
HYPER,HYPER,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
ICP,ICP,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
ICX,ICX,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
ID,ID,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
IDEX,IDEX,,2025-07-07T03:29:57Z,,,,,,2026-03-18T09:00:08Z,2026-04-01T03:00:00Z,yes,no,254,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,7,yes,no,
IDRT,IDRT,,,,,,,,2024-10-23T07:00:37Z,2024-11-06T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
ILV,ILV,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
IMX,IMX,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
INIT,INIT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
INJ,INJ,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
IO,IO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
IOST,IOST,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
IOTA,IOTA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
IOTX,IOTX,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
IR,IR,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
IRIS,IRIS,,2024-07-01T07:00:03Z,,,,,,2024-11-26T08:30:14Z,2024-12-10T03:00:00Z,yes,no,148,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
JASMY,JASMY,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
JOE,JOE,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
JTO,JTO,Binance Will List Jito,,2023-12-07T11:55:38Z,,,,2025-01-02T09:00:19Z,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
JUP,JUP,Binance Will List Jupiter,,2024-01-31T07:06:53Z,,,,2025-04-03T07:00:36Z,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,2,no,no,
JUV,JUV,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
KAITO,KAITO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
KAT,KAT,Binance Will List Katana,,2026-03-13T01:45:36Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
KAVA,KAVA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
KDA,KDA,,,,,,,,2025-10-29T03:00:04Z,2025-11-12T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,3,yes,no,
KERNEL,KERNEL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
KEY,KEY,,2024-10-03T07:00:05Z,,,,,,2024-11-26T08:30:14Z,2024-12-10T03:00:00Z,yes,no,54,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
KITE,KITE,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
KMD,KMD,,2025-06-05T05:00:18Z,,,,,,2025-06-26T07:00:09Z,2025-07-04T03:00:00Z,yes,no,21,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
KMNO,KMNO,Binance Will List Maple Finance (SYRUP) and Kamino Finance,,2025-05-06T11:25:20Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
KNC,KNC,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
KP3R,KP3R,,2024-01-04T07:00:09Z,,,,,,2024-10-23T07:00:37Z,2024-11-06T03:00:00Z,yes,no,293,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
KSM,KSM,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
LA,LA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
LAYER,LAYER,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
LAZIO,LAZIO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
LDO,LDO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
LEVER,LEVER,,2025-05-07T08:00:33Z,,,,,,2025-06-26T07:00:09Z,2025-07-04T03:00:00Z,yes,no,49,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
LINA,LINA,GO) AirSwap (AST) BurgerCities (BURGER) COMBO (COMBO) Linear Finance,,,2025-03-21T05:50:20Z,,,,2025-03-21T05:50:20Z,2025-03-28T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,4,yes,no,
LINEA,LINEA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
LINK,LINK,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
LISTA,LISTA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
LIT,LIT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
LOKA,LOKA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
LOOM,LOOM,,,,,,,,2024-08-12T07:00:11Z,2024-08-26T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,2,no,no,
LPT,LPT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
LQTY,LQTY,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
LRC,LRC,,2026-03-06T08:29:56Z,,,,,,2026-03-18T09:00:08Z,2026-04-01T03:00:00Z,yes,no,12,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
LSK,LSK,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
LTC,LTC,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,2,yes,no,pair_removal_observed_but_not_token_delisting
LTO,LTO,,2025-04-03T07:00:36Z,,,,,,2025-06-26T07:00:09Z,2025-07-04T03:00:00Z,yes,no,83,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
MAGIC,MAGIC,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
MANA,MANA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
MANTA,MANTA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
MASK,MASK,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
MATIC,MATIC,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,2,yes,no,pair_removal_observed_but_not_token_delisting
MAV,MAV,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
MAVIA,MAVIA,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
MBL,MBL,,2024-07-01T07:00:03Z,,,,2025-10-09T02:29:52Z,,,,no,no,,464,tag_removed,TAG_REMOVED_PENDING_PRICE_ANALYSIS,4,no,no,
MBOX,MBOX,,2026-03-06T08:29:56Z,,,,,,2026-06-05T07:00:07Z,2026-06-19T03:00:00Z,yes,no,90,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,5,yes,no,
MDT,MDT,,2025-06-05T05:00:18Z,,,,,,2026-04-09T06:00:05Z,2026-04-23T03:00:00Z,yes,no,308,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
MDX,MDX,,2024-01-04T07:00:09Z,,,,,,2024-07-08T07:01:09Z,2024-07-22T03:00:00Z,yes,no,186,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
ME,ME,Binance Will List Magic Eden,,2024-12-10T07:22:20Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
MEGA,MEGA,Binance Will List MegaETH,,2026-04-30T09:07:29Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
MEME,MEME,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
MET,MET,Binance Will List Lorenzo Protocol (BANK) and Meteora,,2025-11-13T10:00:26Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
METIS,METIS,Binance Will List Metis,,2024-03-11T07:59:30Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
MILK,MILK,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
MINA,MINA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
MIRA,MIRA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
MITO,MITO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
MKR,MKR,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
MLN,MLN,,2026-04-14T02:30:06Z,,,,,,2026-05-13T08:00:04Z,2026-05-27T03:00:00Z,yes,no,29,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
MMT,MMT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
MOB,MOB,,2024-01-04T07:00:09Z,,,,,,2024-03-20T06:00:07Z,2024-04-03T03:00:00Z,yes,no,75,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
MORPHO,MORPHO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
MOVE,MOVE,,2025-05-07T08:00:33Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,4,yes,no,pair_removal_observed_but_not_token_delisting
MOVR,MOVR,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
MTL,MTL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
MULTI,MULTI,,,,,,,,2024-02-06T07:00:12Z,2024-02-20T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,3,yes,no,
MYRO,MYRO,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
NEAR,NEAR,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
NEIRO,NEIRO,Binance Will List First Neiro on Ethereum,,2024-09-16T05:45:02Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
NEIROETH,NEIROETH,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
NEO,NEO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
NEWT,NEWT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
NFP,NFP,,2026-04-30T07:00:05Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,5,yes,no,pair_removal_observed_but_not_token_delisting
NIL,NIL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
NKN,NKN,,2025-04-03T07:00:36Z,,,,,,2026-02-02T08:59:52Z,2026-02-13T03:00:00Z,yes,no,305,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
