token_symbol,anchor_event_id,anchor_event_type,baseline_price,recovery_90_touch,recovery_100_touch,recovery_90_sustained,recovery_100_sustained,never_recovered,missing_price_flag,fallback_used
UFT,93a4361a2732433c,MONITORING_TAG_ADDED,0.1387917923537896,yes,yes,no,no,no,no,no
UNFI,bcbb33fb0a078dbd,MONITORING_TAG_ADDED,7.002862662429184,yes,no,no,no,no,no,yes
USUAL,996d4ac7e05a1138,SEED_TAG_ADDED,0.628332076552292,yes,yes,yes,yes,no,no,no
UXLINK,13c2c6fa9e5b8d76,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0893824558171158,yes,yes,no,no,no,no,no
VAI,9f5912ee50a005d4,MONITORING_TAG_ADDED,,unknown,unknown,unknown,unknown,unknown,yes,yes
VELODROME,19b84d1ea3ca7fa5,MONITORING_TAG_ADDED,0.0151941743372667,yes,yes,yes,yes,no,no,no
VFY,e75fd056419a485e,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0153311570332551,yes,yes,yes,no,no,no,no
VGX,ca86e505313d35f7,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0445552160664145,no,no,no,no,yes,no,yes
VIB,d485d7796d3134c1,MONITORING_TAG_ADDED,0.0348285236500405,yes,yes,no,no,no,no,no
VIC,160aee0f5e2dd2e9,MONITORING_TAG_ADDED,0.046878957512972,yes,yes,yes,yes,no,no,no
VIDT,c93a669847ebc63d,MONITORING_TAG_ADDED,0.016074521654776,yes,yes,yes,yes,no,no,no
VINE,dcc9cdb276e1d98b,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.017157369563943,yes,yes,yes,no,no,no,no
VITE,b0e2fef6b72f5dbc,MONITORING_TAG_ADDED,0.0186048602248215,yes,yes,no,no,no,no,no
VOXEL,e0c3a1cadfeb9ad2,MONITORING_TAG_ADDED,0.0433087947760858,yes,yes,yes,yes,no,no,yes
WAN,f1627838a2164868,MONITORING_TAG_ADDED,0.0880060474714986,yes,yes,no,no,no,no,yes
WAVES,c93ee5f086c41471,MONITORING_TAG_ADDED,3.628572212846549,yes,no,no,no,no,no,yes
WIF,8fc0ed1fa5f76c22,MONITORING_TAG_ADDED,0.1998767949124117,yes,yes,yes,yes,no,no,no
WING,8025080a0cc8fac6,MONITORING_TAG_ADDED,2.7499959911497203,no,no,no,no,yes,no,yes
WLFI,c1907d9af6bba818,SEED_TAG_ADDED,0.2335,yes,yes,yes,no,no,no,no
WNXM,832b8eba4d6c1d29,MONITORING_TAG_ADDED,70.55634172835322,yes,yes,yes,yes,no,no,yes
WRX,4cc3c268e5d9fbd4,SPOT_TOKEN_DELISTING_ANNOUNCED,0.1849699864735096,no,no,no,no,yes,no,yes
WTC,368a3d7cdf4b4eeb,MONITORING_TAG_ADDED,0.1631754753469903,yes,yes,yes,yes,no,no,no
XCN,f465bf87e8b18492,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0056794790839336,yes,no,no,no,no,no,no
XEM,a956d4f5da81e55f,MONITORING_TAG_ADDED,0.0263159106914788,yes,yes,yes,yes,no,no,yes
XMR,841a343b613e39f5,MONITORING_TAG_ADDED,163.49464438785722,yes,yes,yes,yes,no,no,yes
XRP,8edc23ba75f31f66,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.6093051413446553,yes,yes,yes,yes,no,no,no
YALA,95e90f22b3fe4b70,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0082635073638867,yes,yes,yes,yes,no,no,no
YFII,17d622fb9ec8aa71,SPOT_TOKEN_DELISTING_ANNOUNCED,598.9300084881687,yes,yes,yes,yes,no,no,yes
ZAMA,bd7de9e709a5966b,SEED_TAG_ADDED,0.03539,yes,yes,no,no,no,no,no
ZEC,0530e835539c12c2,MONITORING_TAG_ADDED,26.89902175179847,yes,yes,yes,yes,no,no,no
ZEN,b2f582e4f6f3e84c,MONITORING_TAG_ADDED,8.926766091550448,yes,yes,yes,yes,no,no,no
ZKJ,ad7b71b213542fa1,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0184367194583046,yes,yes,yes,no,no,no,no
ZKP,7e34954d90809678,SEED_TAG_ADDED,0.2134,yes,yes,no,no,no,no,no
ZRC,4f8e03121fccb1ed,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0032076327403369,yes,yes,yes,no,no,no,no
ZRO,ef5d83a3f122c7c9,SEED_TAG_ADDED,3.432,yes,yes,yes,yes,no,no,no
