token_entity_id,token_symbol,anchor_event_id,signal_timestamp_utc,signal_type,signal_price,recent_low_price,stop_price,risk_pct,quote_volume_at_signal,volume_zscore_at_signal,bottom_liquidity_score,signal_liquidity_score,signal_confirmation_score,risk_management_score,execution_quality_score,data_quality_score,liquidity_score,confirmation_score,structure_score,risk_reward_score,source_quality_score,manual_review_penalty,signal_quality_score,final_tradeability_score,tradeability_tier,manual_review_required,notes
FLM,FLM,725932a8252a9eab,2025-04-25T05:00:00+00:00,HIGHER_LOW_BREAKOUT,0.0381,0.0179,0.017542,-0.5395800524934384,5997805.7669,3.801826162489708,0.339,1.0,0.8,0.35,0.85,1.0,1.0,0.8,0.45,0.251,1.0,0.0,0.7,0.7,C,no,causal_signal_after_confirmation;no_future_low_used
FLM,FLM,725932a8252a9eab,2025-04-13T17:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0157,0.0153,0.0149939999999999,-0.044968152866242,80296.2096,3.363562490819336,0.339,0.268,0.8,0.9,0.35,1.0,0.268,0.8,0.8,1.0,1.0,0.6,0.092,0.092,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
FLOW,FLOW,6a25698db0b92de7,2026-04-04T01:00:00+00:00,CAPITULATION_RECLAIM,0.03085,0.02804,0.0274792,-0.1092641815235008,44471.582088,-0.0720157695495557,1.0,0.148,0.5,0.9,0.85,1.0,0.148,0.5,0.8,0.268,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
FLOW,FLOW,6a25698db0b92de7,2026-01-09T15:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.093,0.087,0.0852599999999999,-0.083225806451613,164028.02511,1.7423931117979046,1.0,0.547,0.8,0.9,0.35,1.0,0.547,0.8,0.8,0.086,1.0,0.0,0.589,0.589,C,no,causal_signal_after_confirmation;no_future_low_used
FOR,FOR,419b41fc1bb70d43,2024-04-10T08:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.02597,0.02515,0.024647,-0.0509433962264151,139800.39184,1.876788646142881,0.507,0.466,0.8,0.9,0.35,1.0,0.466,0.8,0.8,0.232,1.0,0.0,0.597,0.597,C,no,causal_signal_after_confirmation;no_future_low_used
FUN,FUN,24a0f7579654e736,2026-03-13T23:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.00138,0.001262,0.00123676,-0.1037971014492752,23538.791677,2.54291211502011,0.445,0.078,1.0,0.9,0.85,1.0,0.078,1.0,0.8,0.184,1.0,0.6,0.013,0.013,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
GHST,GHST,fc33d59d02e3d720,2026-02-06T10:00:00+00:00,CAPITULATION_RECLAIM,0.069,0.03,0.0294,-0.5739130434782609,118760.7681,1.7773185614778455,1.0,0.396,0.8,0.35,0.85,1.0,0.396,0.8,0.2,1.0,1.0,0.25,0.452,0.452,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
GHST,GHST,fc33d59d02e3d720,2026-02-10T10:00:00+00:00,HIGHER_LOW_BREAKOUT,0.137,0.075,0.0735,-0.4635036496350365,514149.6753,3.406993784859752,1.0,1.0,0.8,0.35,0.85,1.0,1.0,0.8,0.45,0.541,1.0,0.0,0.752,0.752,B,no,causal_signal_after_confirmation;no_future_low_used
GHST,GHST,fc33d59d02e3d720,2025-12-09T15:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.209,0.2,0.196,-0.0622009569377989,12888.1753,2.2494166150939585,1.0,0.043,1.0,0.9,0.35,1.0,0.043,1.0,0.8,0.103,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
GPS,GPS,5fa3fcfa690cf833,2025-04-23T22:00:00+00:00,HIGHER_LOW_BREAKOUT,0.0199,0.0166,0.016268,-0.1825125628140703,73051.09208,-0.3671258758665065,0.921,0.244,0.5,0.9,0.85,1.0,0.244,0.5,0.8,0.395,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
GPS,GPS,5fa3fcfa690cf833,2025-03-14T15:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0351,0.0322,0.031556,-0.1009686609686609,876100.39491,3.1124219700345943,0.921,1.0,0.8,0.9,0.35,1.0,1.0,0.8,0.8,0.884,1.0,0.0,0.832,0.832,B,no,causal_signal_after_confirmation;no_future_low_used
HARD,HARD,c54abb522c3fe7f3,2024-08-25T12:00:00+00:00,HIGHER_LOW_BREAKOUT,0.1181,0.0829,0.081242,-0.3120914479254869,1699805.2646,4.420967310491724,1.0,1.0,1.0,0.65,0.85,1.0,1.0,1.0,0.45,0.595,1.0,0.0,0.85,0.85,B,no,causal_signal_after_confirmation;no_future_low_used
HIFI,HIFI,2c99c44cb7fd8609,2025-05-14T09:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1333,0.1275,0.12495,-0.0626406601650412,503659.86542,2.236764355165905,0.867,1.0,0.8,0.9,0.35,1.0,1.0,0.8,0.8,0.188,1.0,0.0,0.707,0.707,C,no,causal_signal_after_confirmation;no_future_low_used
HOOK,HOOK,b9485d9081530016,2026-03-13T15:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0214,0.0196,0.019208,-0.102429906542056,47470.35829,2.386339778274809,0.617,0.158,0.6,0.9,0.35,1.0,0.158,0.6,0.8,0.532,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
