token_entity_id,token_symbol,primary_bottom_rebound_scenario,secondary_flags,anchor_event_id,anchor_event_type,baseline_price,max_drawdown_after_event,days_to_bottom,max_rebound_after_bottom,rebound_sustained,pump_and_dump_after_bottom,low_liquidity_wick_flag,tradable_signal_found,best_signal_type,best_signal_risk_reward,scenario_confidence_score,manual_review_required,notes
STMX,STMX,SLOW_BLEED_THEN_SQUEEZE,,c7d11f997d396961,MONITORING_TAG_ADDED,0.0060779212705153,-0.4381302672401296,31.708113425925927,0.9765739385065886,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.1383553179485801,0.8,no,
STORJ,STORJ,MANUAL_REVIEW_REQUIRED,,f63547e56df03876,MONITORING_TAG_ADDED,0.1279181699711103,-0.2284129766530361,3.7916203703703704,0.0425531914893617,no,no,yes,no,,,0.55,yes,
STPT,STPT,EPIC_LIKE_REBOUND,epic_like_candidate,34739c73dc72f1d0,MONITORING_TAG_ADDED,0.108922405309144,-0.723840105122295,33.91571759259259,1.876994680851064,yes,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.8711778151550432,0.8,no,
SUN,SUN,DEAD_CAT_BOUNCE,tag_removed_rebound,d40e87ef3d1ebf58,MONITORING_TAG_ADDED,0.011460371644752,-0.2993246424362575,35.249965277777775,4.584059775840597,no,yes,no,yes,HIGHER_LOW_BREAKOUT,15.374937091092043,0.8,no,
SXP,SXP,MANUAL_REVIEW_REQUIRED,,cf537e599c97af65,MONITORING_TAG_ADDED,0.0800336435335416,-0.7675977354172957,85.14555555555556,0.4677419354838712,no,no,yes,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,16.068139963167607,0.55,yes,
SYN,SYN,MANUAL_REVIEW_REQUIRED,,f0150e75bcb7b849,MONITORING_TAG_ADDED,0.0498405299713842,-0.153299533046118,4.458287037037037,0.0213270142180095,no,no,yes,no,,,0.55,yes,
SYS,SYS,MANUAL_REVIEW_REQUIRED,,3635c4847266eeb7,MONITORING_TAG_ADDED,0.0107599105554,-0.8206304792160757,42.72909722222222,1.7875647668393784,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.5767214260747958,0.55,yes,
TAO,TAO,NO_CLEAR_BOTTOM_REBOUND_PATTERN,tag_removed_rebound,497dc1d81fd0d8f9,MONITORING_TAG_REMOVED,327.77139506715923,-0.1170675527048267,81.41671296296296,0.3752591568762959,no,no,no,no,,,0.8,no,
THE,THE,MANUAL_REVIEW_REQUIRED,tag_removed_rebound,2992917afa584581,MONITORING_TAG_REMOVED,0.2522968908564278,-0.0848083810458208,0.0833796296296296,2.1312256388046773,yes,no,yes,yes,HIGHER_LOW_BREAKOUT,5.442021873247332,0.55,yes,
TLM,TLM,MANUAL_REVIEW_REQUIRED,,53093ab4bf09fee7,MONITORING_TAG_ADDED,0.0018112636546694,-0.4478992622515184,16.499953703703703,0.0809999999999999,no,no,yes,no,,,0.55,yes,
TORN,TORN,MANUAL_REVIEW_REQUIRED,,890d16cda52aee13,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,no,,,no,,,0.55,yes,
TROY,TROY,DELISTING_DEATH_SPIRAL,,db0cdaac498440e7,MONITORING_TAG_ADDED,0.0065151047910137,-0.8859573216650602,89.83311342592593,0.1965006729475102,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0,0.8,no,
UFT,UFT,MANUAL_REVIEW_REQUIRED,,93a4361a2732433c,MONITORING_TAG_ADDED,0.1507266478332399,-0.9429430686369752,42.66571759259259,0.2558139534883721,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.9481961147086022,0.55,yes,
UNFI,UNFI,EPIC_LIKE_REBOUND,epic_like_candidate,bcbb33fb0a078dbd,MONITORING_TAG_ADDED,7.456940049039061,-0.6632667041055829,10.583148148148148,1.3496614894464356,yes,no,no,yes,CAPITULATION_RECLAIM,2.520356727413727,0.8,no,
VAI,VAI,MANUAL_REVIEW_REQUIRED,,9f5912ee50a005d4,MONITORING_TAG_ADDED,,,,,no,,,no,,,0.55,yes,
VELODROME,VELODROME,MANUAL_REVIEW_REQUIRED,,19b84d1ea3ca7fa5,MONITORING_TAG_ADDED,0.0152019311599579,-0.0566987937840586,0.8124305555555555,0.3709902370990237,no,no,no,no,,,0.55,yes,
VGX,VGX,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,ca86e505313d35f7,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0501126538649711,-0.7465709951378705,13.666539351851853,0.4881889763779528,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1502403846153847,0.8,no,
VIB,VIB,DELISTING_DEATH_SPIRAL,,d485d7796d3134c1,MONITORING_TAG_ADDED,0.0393893024626168,-0.9543023133829718,28.79125,,no,no,no,no,,,0.8,no,
VIC,VIC,MANUAL_REVIEW_REQUIRED,,160aee0f5e2dd2e9,MONITORING_TAG_ADDED,0.0525852949772683,-0.2089043140675949,0.1666087962962963,1.0913461538461535,no,yes,no,no,,,0.55,yes,
VIDT,VIDT,DELISTING_DEATH_SPIRAL,,c93a669847ebc63d,MONITORING_TAG_ADDED,0.0181275032473928,-0.9420769652792084,42.74905092592593,,no,no,no,no,,,0.8,no,
VITE,VITE,MANUAL_REVIEW_REQUIRED,,b0e2fef6b72f5dbc,MONITORING_TAG_ADDED,0.0221558202139382,-0.55767830279491,31.333275462962963,1.1316326530612244,no,yes,yes,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,1.875721431319736,0.55,yes,
VOXEL,VOXEL,MANUAL_REVIEW_REQUIRED,,e0c3a1cadfeb9ad2,MONITORING_TAG_ADDED,0.0588031986793505,-0.6581818599766351,14.249583333333334,7.865671641791044,yes,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,106.32911392405067,0.55,yes,
WAN,WAN,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,f1627838a2164868,MONITORING_TAG_ADDED,0.0971611613191369,-0.3824692996111571,1.770925925925926,0.6316666666666668,yes,no,no,no,,,0.8,no,
WAVES,WAVES,DELISTING_DEATH_SPIRAL,,c93ee5f086c41471,MONITORING_TAG_ADDED,3.894768008744806,-0.7558262782623386,74.79148148148148,0.1377497371188223,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.8963403306706296,0.8,no,
WIF,WIF,DEAD_CAT_BOUNCE,,8fc0ed1fa5f76c22,MONITORING_TAG_ADDED,0.2019025901313033,-0.2025857622960812,4.854212962962963,0.7391304347826089,no,yes,no,no,,,0.8,no,
WING,WING,DELISTING_DEATH_SPIRAL,,8025080a0cc8fac6,MONITORING_TAG_ADDED,3.205749675185683,-0.9092256010341342,28.79125,,no,no,no,no,,,0.8,no,
WNXM,WNXM,MANUAL_REVIEW_REQUIRED,,832b8eba4d6c1d29,MONITORING_TAG_ADDED,71.53542781274392,-0.2016543166625761,10.624814814814815,0.501838557170373,no,no,no,no,,,0.55,yes,
WRX,WRX,MANUAL_REVIEW_REQUIRED,,4cc3c268e5d9fbd4,SPOT_TOKEN_DELISTING_ANNOUNCED,0.2677842137880389,-0.9462253588577924,6.7491666666666665,,no,no,no,no,,,0.55,yes,
WTC,WTC,DELISTING_DEATH_SPIRAL,,368a3d7cdf4b4eeb,MONITORING_TAG_ADDED,0.1781164442301585,-0.9438569524379332,63.83314814814815,,no,no,no,no,,,0.8,no,
XEM,XEM,MANUAL_REVIEW_REQUIRED,,a956d4f5da81e55f,MONITORING_TAG_ADDED,0.0272770964885829,-0.1150084463680353,8.124814814814815,0.8641259320629657,no,yes,no,yes,HIGHER_LOW_BREAKOUT,2.705540300436111,0.55,yes,
XMR,XMR,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,841a343b613e39f5,MONITORING_TAG_ADDED,165.9910047589518,-0.3951479470481035,33.45822916666667,0.344621513944223,yes,no,no,no,,,0.8,no,
YFII,YFII,MANUAL_REVIEW_REQUIRED,,17d622fb9ec8aa71,SPOT_TOKEN_DELISTING_ANNOUNCED,651.1083613069528,-0.3561747553685983,6.332546296296297,0.0458015267175573,no,no,no,no,,,0.55,yes,
ZEC,ZEC,NO_CLEAR_BOTTOM_REBOUND_PATTERN,tag_removed_rebound,0530e835539c12c2,MONITORING_TAG_ADDED,28.123234666535097,-0.3421809326217424,5.2082291666666665,0.9270270270270268,yes,no,no,no,,,0.8,no,
ZEN,ZEN,SLOW_BLEED_THEN_SQUEEZE,tag_removed_rebound,b2f582e4f6f3e84c,MONITORING_TAG_ADDED,9.483517025779404,-0.2998378152377187,3.8332291666666665,1.798192771084337,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.4374594944912511,0.8,no,
FORTH,FORTH,DELISTING_DEATH_SPIRAL,,9499c53655bc3991,MONITORING_TAG_ADDED,0.9299249560865422,-0.7623464145644103,25.72921296296296,,no,no,no,no,,,0.8,no,
TRU,TRU,MANUAL_REVIEW_REQUIRED,,4623eb2e7750ecc2,MONITORING_TAG_ADDED,0.0089760359432857,-0.7549029422452751,13.979097222222222,,no,no,no,no,,,0.55,yes,
